last eat in detach is 0
i inside is 0
1692318970474 0 is thinking
1692318970474 4 is sleeping
1692318970474 0 is eating
1692318970475 1 is thinking
1692318970475 0 is sleeping
1692318970475 1 is eating
1692318970475 4 is thinking
1692318970475 4 is eating
1692318970476 1 is sleeping
1692318970476 0 is thinking
1692318970476 4 is sleeping
1692318970476 0 is eating
1692318970477 1 is thinking
1692318970477 0 is sleeping
1692318970477 1 is eating
1692318970477 4 is thinking
1692318970477 4 is eating
1692318970478 1 is sleeping
1692318970478 0 is thinking
1692318970478 4 is sleeping
1692318970478 0 is eating
1692318970479 1 is thinking
1692318970479 0 is sleeping
1692318970479 1 is eating
1692318970479 4 is thinking
1692318970479 4 is eating
1692318970480 1 is sleeping
1692318970480 0 is thinking
1692318970480 4 is sleeping
1692318970480 0 is eating
1692318970481 1 is thinking
1692318970481 0 is sleeping
1692318970481 1 is eating
1692318970481 4 is thinking
1692318970481 4 is eating
1692318970482 1 is sleeping
1692318970482 0 is thinking
1692318970482 4 is sleeping
1692318970482 0 is eating
1692318970483 1 is thinking
1692318970483 0 is sleeping
1692318970483 1 is eating
1692318970483 4 is thinking
1692318970483 4 is eating
1692318970484 1 is sleeping
1692318970484 0 is thinking
1692318970484 4 is sleeping
1692318970484 0 is eating
1692318970484 2 is eating
1692318970484 1 is thinking
1692318970484 0 is sleeping
1692318970484 4 is thinking
1692318970484 4 is eating
1692318970484 2 is sleeping
1692318970484 1 is eating
1692318970484 1 is sleeping
1692318970484 2 is thinking
1692318970484 0 is thinking
1692318970484 4 is sleeping
1692318970484 3 is eating
1692318970484 0 is eating
1692318970490 1 is thinking
1692318970490 3 is sleeping
1692318970490 0 is sleeping
1692318970490 1 is eating
1692318970490 4 is thinking
1692318970490 4 is eating
1692318970490 1 is sleeping
1692318970490 3 is thinking
1692318970490 0 is thinking
1692318970490 4 is sleeping
1692318970490 0 is eating
1692318970490 2 is eating
1692318970491 2 is sleeping
1692318970491 1 is thinking
1692318970491 3 is eating
1692318970491 0 is sleeping
1692318970491 1 is eating
1692318970491 4 is thinking
1692318970491 2 is thinking
1692318970491 1 is sleeping
1692318970491 3 is sleeping
1692318970491 0 is thinking
1692318970491 4 is eating
1692318970491 2 is eating
1692318970492 2 is sleeping
1692318970492 1 is thinking
1692318970492 3 is thinking
1692318970492 4 is sleeping
1692318970492 3 is eating
1692318970492 0 is eating
1692318970493 2 is thinking
1692318970493 3 is sleeping
1692318970493 0 is sleeping
1692318970493 1 is eating
1692318970493 4 is thinking
1692318970493 4 is eating
1692318970493 1 is sleeping
1692318970493 3 is thinking
1692318970493 0 is thinking
1692318970493 4 is sleeping
1692318970493 2 is eating
1692318970493 0 is eating
1692318970494 2 is sleeping
1692318970494 1 is thinking
1692318970494 3 is eating
1692318970494 0 is sleeping
1692318970494 1 is eating
1692318970494 4 is thinking
1692318970494 1 is sleeping
1692318970494 2 is thinking
1692318970494 3 is sleeping
1692318970494 0 is thinking
1692318970494 4 is eating
1692318970494 2 is eating
1692318970495 2 is sleeping
1692318970495 1 is thinking
1692318970495 3 is thinking
1692318970495 4 is sleeping
1692318970495 3 is eating
1692318970495 0 is eating
1692318970495 3 is sleeping
1692318970495 2 is thinking
1692318970495 2 is eating
1692318970495 0 is sleeping
1692318970495 4 is thinking
1692318970495 4 is eating
1692318970498 3 is thinking
1692318970498 1 is eating
1692318970498 0 is thinking
1692318970498 2 is sleeping
1692318970498 3 is eating
1692318970498 4 is sleeping
1692318970498 1 is sleeping
1692318970498 0 is eating
1692318970498 2 is thinking
1692318970498 3 is sleeping
1692318970498 2 is eating
1692318970498 4 is thinking
1692318970498 1 is thinking
1692318970498 0 is sleeping
1692318970498 4 is eating
1692318970498 3 is thinking
1692318970498 2 is sleeping
1692318970498 1 is eating
1692318970498 0 is thinking
1692318970498 4 is sleeping
1692318970498 3 is eating
1692318970498 2 is thinking
1692318970498 1 is sleeping
1692318970498 0 is eating
1692318970499 1 is thinking
1692318970499 3 is sleeping
1692318970499 0 is sleeping
1692318970499 1 is eating
1692318970499 4 is thinking
1692318970499 4 is eating
1692318970500 1 is sleeping
1692318970500 3 is thinking
1692318970500 0 is thinking
1692318970500 4 is sleeping
1692318970500 0 is eating
1692318970500 2 is eating
1692318970501 2 is sleeping
1692318970501 1 is thinking
1692318970501 3 is eating
1692318970501 0 is sleeping
1692318970501 1 is eating
1692318970501 4 is thinking
1692318970502 2 is thinking
1692318970502 1 is sleeping
1692318970502 3 is sleeping
1692318970502 0 is thinking
1692318970502 4 is eating
1692318970502 2 is eating
1692318970503 2 is sleeping
1692318970503 1 is thinking
1692318970503 3 is thinking
1692318970503 4 is sleeping
1692318970503 3 is eating
1692318970503 0 is eating
1692318970504 3 is sleeping
1692318970504 0 is sleeping
1692318970504 1 is eating
1692318970504 4 is thinking
1692318970504 4 is eating
1692318970504 2 is thinking
1692318970505 1 is sleeping
1692318970505 3 is thinking
1692318970505 0 is thinking
1692318970505 4 is sleeping
1692318970505 0 is eating
1692318970505 2 is eating
1692318970506 1 is thinking
1692318970506 2 is sleeping
1692318970506 0 is sleeping
1692318970506 1 is eating
1692318970506 3 is eating
1692318970506 4 is thinking
1692318970506 2 is thinking
1692318970506 1 is sleeping
1692318970506 3 is sleeping
1692318970506 0 is thinking
1692318970506 4 is eating
1692318970506 2 is eating
1692318970507 2 is sleeping
1692318970507 1 is thinking
1692318970507 3 is thinking
1692318970507 4 is sleeping
1692318970507 3 is eating
1692318970507 0 is eating
1692318970508 2 is thinking
1692318970508 3 is sleeping
1692318970508 0 is sleeping
1692318970508 2 is eating
1692318970508 4 is thinking
1692318970508 4 is eating
1692318970509 3 is thinking
1692318970509 0 is thinking
1692318970509 4 is sleeping
1692318970509 2 is sleeping
1692318970509 1 is eating
1692318970509 3 is eating
1692318970510 4 is thinking
1692318970510 1 is sleeping
1692318970510 3 is sleeping
1692318970510 4 is eating
1692318970510 2 is thinking
1692318970510 2 is eating
1692318970510 1 is thinking
1692318970510 3 is thinking
1692318970510 4 is sleeping
1692318970510 0 is eating
1692318970510 2 is sleeping
1692318970510 3 is eating
1692318970511 3 is sleeping
1692318970511 0 is sleeping
1692318970511 1 is eating
1692318970511 4 is thinking
1692318970511 4 is eating
1692318970511 2 is thinking
1692318970511 1 is sleeping
1692318970511 3 is thinking
1692318970511 0 is thinking
1692318970511 4 is sleeping
1692318970511 0 is eating
1692318970511 2 is eating
1692318970512 1 is thinking
1692318970512 0 is sleeping
1692318970512 4 is thinking
1692318970512 4 is eating
1692318970512 2 is sleeping
1692318970512 1 is eating
1692318970512 1 is sleeping
1692318970512 0 is thinking
1692318970512 4 is sleeping
1692318970512 3 is eating
1692318970512 0 is eating
1692318970512 2 is thinking
1692318970513 1 is thinking
1692318970513 3 is sleeping
1692318970513 0 is sleeping
1692318970513 1 is eating
1692318970513 4 is thinking
1692318970513 4 is eating
1692318970513 1 is sleeping
1692318970513 3 is thinking
1692318970513 0 is thinking
1692318970513 2 is eating
1692318970513 4 is sleeping
1692318970513 0 is eating
1692318970513 1 is thinking
1692318970513 0 is sleeping
1692318970513 2 is sleeping
1692318970513 1 is eating
1692318970513 3 is eating
1692318970513 4 is thinking
1692318970514 1 is sleeping
1692318970514 3 is sleeping
1692318970514 0 is thinking
1692318970514 2 is thinking
1692318970514 2 is eating
1692318970514 4 is eating
1692318970514 1 is thinking
1692318970514 3 is thinking
1692318970514 2 is sleeping
1692318970514 4 is sleeping
1692318970514 3 is eating
1692318970514 0 is eating
1692318970514 3 is sleeping
1692318970514 0 is sleeping
1692318970514 1 is eating
1692318970514 2 is thinking
1692318970514 4 is thinking
1692318970514 4 is eating
1692318970518 1 is sleeping
1692318970518 2 is eating
1692318970518 4 is sleeping
1692318970518 2 is sleeping
